SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,LISTING_SOURCE,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
,,,,,,,,NA,BSE_ONLY,526083.0,SUTHTWNDM,SOUTHERN TOWNSHIP PROMOTERS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526085.0,SGARRES,SAGAR TOURIST RESORTS LTD.,Active,ZP,10.0,NA          ,Hotels,Equity
,,,,,,,,NA,BSE_ONLY,526087.0,SHEZLEADM,SHEZ LEATHERS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE743A01017,BSE_ONLY,526089.0,ROOFITIND,ROOFIT INDUSTRIES LTD.,Delisted,B ,10.0,INE743A01017,Cement &amp; Cement Products,Equity
,,,,,,,,INE749C01010,BSE_ONLY,526091.0,RANCC,RANE COMPUTERS CONSULTANCY LTD.,Suspended,P ,10.0,INE749C01010,Computer Hardware,Equity
,,,,,,,,INE176C01016,BSE_ONLY,526093.0,SATHAISPAT,SATHAVAHANA ISPAT LTD.,Active,B ,10.0,INE176C01016,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,INE427E01027,BSE_ONLY,526095.0,RALEGRA,RAVILEELA GRANITES LTD.,Active,P ,10.0,INE427E01027,Construction Materials,Equity
,,,,,,,,NA,BSE_ONLY,526099.0,SIMCOIN,SIMCO INDUSTRIES LTD.,Delisted,P ,10.0,NA          ,Textiles,Equity
,,,,,,,,INE605A01026,BSE_ONLY,526109.0,PRICOL,PRICOL LTD.,Delisted,B ,1.0,INE605A01026,Auto Parts &amp; Equipment,Equity
,,,,,,,,NA,BSE_ONLY,526111.0,DGIFLEX,DIGIFLEX INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE602H01010,BSE_ONLY,526113.0,UNRYLMA,UNIROYAL MARINE EXPORTS LTD.,Active,XT,10.0,INE602H01010,Packaged Foods,Equity
,,,,,,,,INE327D01013,BSE_ONLY,526115.0,KARANWO,KARAN WOO-SIN LTD.,Active,XT,10.0,INE327D01013,Other Apparels &amp; Accessories,Equity
,,,,,,,,NA,BSE_ONLY,526119.0,INDAMOP,INDO AMERICAN OPTICS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526123.0,LYNXOPT,LYNX OPTICS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526125.0,ARHNTTO,ARIHANT TOURNESOL LTD.,Active,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE773D01018,BSE_ONLY,526139.0,TRABI,TRANSGENE BIOTEK LTD.,Active,XT,10.0,INE773D01018,Healthcare Services,Equity
,,,,,,,,INE821B01019,BSE_ONLY,526141.0,COMDI,COMPACT DISC INDIA LTD.,Suspended,XT,10.0,INE821B01019,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE343A01016,BSE_ONLY,526143.0,MPL,MPL Plastics Limited,Active,XT,10.0,INE343A01016,Containers &amp; Packaging,Equity
,,,,,,,,NA,BSE_ONLY,526145.0,INTCHIT,INTECH INTERNATIONAL LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526147.0,CONSCON,CONSOLIDATED CONTAINERS (I) LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526155.0,APEXINT,APEX INTERTECH LTD.,Delisted,P ,10.0,NA          ,Auto Parts &amp; Equipment,Equity
,,,,,,,,NA,BSE_ONLY,526163.0,MRNCRGO,MARINE CARGO COMPANY LTD.,Delisted,P ,10.0,NA          ,Transport Related Services,Equity
,,,,,,,,NA,BSE_ONLY,526165.0,IGGIRES-B,IGGI RESORTS INTERNATIONAL LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526167.0,INDBGEM,INDO BOSCH GEMS AND JEWELLERY LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE415C01018,BSE_ONLY,526171.0,VIRALSYN,VIRAL SYNTEX LTD.,Delisted,XD,10.0,INE415C01018,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE449C01025,BSE_ONLY,526173.0,ANDREWYU,ANDREW YULE &amp; COMPANY LTD.,Active,B ,2.0,INE449C01025,Tea &amp; Coffee,Equity
,,,,,,,,INE272A01017,BSE_ONLY,526177.0,ADAMCO,ADAM COMSOF LTD.,Delisted,Z ,10.0,INE272A01017,IT Consulting &amp; Software,Equity
,,,,,,,,NA,BSE_ONLY,526181.0,CROMAKM,CROMAKEM LTD.,Suspended,P ,10.0,NA          ,Industrial Machinery,Equity
,,,,,,,,INE315D01018,BSE_ONLY,526185.0,INTLHOME,INTERNATIONAL HOMETEX LTD.,Suspended,XT,10.0,INE315D01018,Textiles,Equity
,,,,,,,,INE293C01019,BSE_ONLY,526187.0,ASHRAM,ASHRAM ONLINE.COM LTD.,Active,XT,10.0,INE293C01019,Healthcare Services,Equity
,,,,,,,,NA,BSE_ONLY,526189.0,AIRCTEC,AIRCOMMAND AIRTECHNICS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526191.0,COSMLEA,COSMOS LEATHER EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE618A01011,BSE_ONLY,526193.0,ROYALCU,ROYAL CUSHION VINYL PRODUCTS LTD.-$,Active,XT,10.0,INE618A01011,Furniture-Furnishing-Paints,Equity
,,,,,,,,INE552E01014,BSE_ONLY,526195.0,NOGMIND,NEOGEM INDIA LTD.,Active,XT,10.0,INE552E01014,Other Apparels &amp; Accessories,Equity
,,,,,,,,NA,BSE_ONLY,526197.0,CITYLIF,CITY LIFTS (INDIA) LTD.,Delisted,P ,10.0,NA          ,Industrial Machinery,Equity
,,,,,,,,NA,BSE_ONLY,526205.0,SCURIND,SECUR INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526207.0,DCLMRTC,DCL MARITECH LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE727D01022,BSE_ONLY,526209.0,KSOILS,K.S.OILS LTD.-$,Suspended,Z ,1.0,INE727D01022,Edible Oils,Equity
,,,,,,,,INE170U01011,BSE_ONLY,526211.0,SURJIND,SURAJ INDUSTRIES LTD.,Suspended,P ,10.0,INE170U01011,Edible Oils,Equity
,,,,,,,,NA,BSE_ONLY,526215.0,CARBINDDM,CARBON COMPOSITES (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE816B01019,BSE_ONLY,526227.0,FILATEX,FILATEX INDIA LTD.-$,Active,B ,10.0,INE816B01019,Textiles,Equity
,,,,,,,,NA,BSE_ONLY,526229.0,JAYABUSDM,JAYANTI BUSINESS MACHINES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE307D01015,BSE_ONLY,526231.0,STDSFAC,STANDARD SURFACTANTS LTD.,Suspended,P ,10.0,INE307D01015,Commodity Chemicals,Equity
,,,,,,,,INE934B01028,BSE_ONLY,526235.0,MERCATOR,MERCATOR LTD.-$,Active,B ,1.0,INE934B01028,Diversified,Equity
,,,,,,,,INE902C01015,BSE_ONLY,526237.0,MORGAN,MORGAN VENTURES LTD.,Active,XT,10.0,INE902C01015,Finance (including NBFCs),Equity
,,,,,,,,NA,BSE_ONLY,526239.0,ARNPROC,ARUN PROCESSORS LTD.,Delisted,P ,10.0,NA          ,Textiles,Equity
,,,,,,,,INE762C01021,BSE_ONLY,526241.0,AMRAPLIN,AMRAPALI INDUSTRIES LTD.,Active,XT,5.0,INE762C01021,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,NA,BSE_ONLY,526243.0,BHAGWGL,BHAGWATI GLASS CONTAINERS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE863B01011,BSE_ONLY,526247.0,PREMEXPLQ,PREMIER EXPLOSIVES LTD.,Active,B ,10.0,INE863B01011,Specialty Chemicals,Equity
,,,,,,,,INE667D01012,BSE_ONLY,526249.0,DARSHAN,DARSHAN OILS LTD.,Delisted,XD,10.0,INE667D01012,Edible Oils,Equity
,,,,,,,,NA,BSE_ONLY,526257.0,KLJPLST,KLJ PLASTICS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526261.0,KLTHRAE,KOLUTHARA EXPORTS LTD.,Delisted,P ,10.0,NA          ,Packaged Foods,Equity
,,,,,,,,NA,BSE_ONLY,526267.0,ZENITHSTL,ZENITH STEEL TUBES AND INDUSTRIES LTD.,Delisted,P ,10.0,NA          ,Iron &amp; Steel Products,Equity
,,,,,,,,INE293N01016,BSE_ONLY,526269.0,CRSTCHM,CRESTCHEM LTD.,Active,XT,10.0,INE293N01016,Specialty Chemicals,Equity
,,,,,,,,NA,BSE_ONLY,526271.0,FLOWRTI,FLOWER &amp; TISSUE INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526275.0,SHALIHT,SHALIN HOTELS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526277.0,RHNISTR,ROHINI STRIPS LTD.,Delisted,P ,10.0,NA          ,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,NA,BSE_ONLY,526279.0,NGARJNG,NAGARJUNA GRANITES LTD.,Delisted,P ,10.0,NA          ,Construction Materials,Equity
,,,,,,,,NA,BSE_ONLY,526283.0,ESTNGRA,EASTERN GRANITES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526287.0,MDHYVEX,MADHYAVART EXXOIL LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526289.0,VLVOTER,VOLVO TERRY INDUSTRIES LTD.,Delisted,P ,10.0,NA          ,Textiles,Equity
,,,,,,,,NA,BSE_ONLY,526297.0,VRUNSEA,VARUN SEACON LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE047C01019,BSE_ONLY,526301.0,MEDINOV,MEDINOVA DIAGNOSTIC SERVICES LTD.,Suspended,XT,10.0,INE047C01019,Healthcare Services,Equity
,,,,,,,,NA,BSE_ONLY,526303.0,NOVAPUM,NOVA PUMECH LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE675B01019,BSE_ONLY,526307.0,HINDIND,HIND INDUSTRIES LTD.,Suspended,Z ,10.0,INE675B01019,Packaged Foods,Equity
,,,,,,,,NA,BSE_ONLY,526309.0,ASHAGRO,ASHA AGRO INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE041C01012,BSE_ONLY,526313.0,NUTECH,NU-TECH CORPORATE SERVICES LTD.,Suspended,Z ,10.0,INE041C01012,Finance (including NBFCs),Equity
,,,,,,,,INE410G01010,BSE_ONLY,526315.0,DIVSHKT,DIVYASHAKTI GRANITES LTD.,Active,XT,10.0,INE410G01010,Construction Materials,Equity
,,,,,,,,NA,BSE_ONLY,526317.0,RSHIOILDM,RISHI OIL AND FATS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526321.0,MNYRPLA-B,MANIYAR PLAST LTD.,Suspended,P ,10.0,NA          ,Containers &amp; Packaging,Equity
,,,,,,,,NA,BSE_ONLY,526327.0,HANSPOL,HANS POLYURETHANES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526331.0,ADVMULT,ADVANCE MULTITECH LTD.,Suspended,P ,10.0,NA          ,Plastic Products,Equity
,,,,,,,,NA,BSE_ONLY,526333.0,NCLMARB,NCL MARBLES &amp; GRANITES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE115F01017,BSE_ONLY,526335.0,SHREYASI,SHREYAS INTERMEDIATES LTD.,Active,XT,10.0,INE115F01017,Commodity Chemicals,Equity
,,,,,,,,NA,BSE_ONLY,526337.0,MONTRIL,MONTARI LEATHER LTD.,Delisted,P ,10.0,NA          ,Footwear,Equity
,,,,,,,,INE051E01017,BSE_ONLY,526347.0,ACCLAIM,Acclaim Industries Limited,Suspended,Z ,10.0,INE051E01017,Containers &amp; Packaging,Equity
,,,,,,,,NA,BSE_ONLY,526349.0,PARTIND,Parth Industries Limited,Active,P ,10.0,NA          ,Auto Parts &amp; Equipment,Equity
,,,,,,,,INE138B01018,BSE_ONLY,526355.0,DUROPACK,DUROPACK LTD.,Active,XT,10.0,INE138B01018,Plastic Products,Equity
,,,,,,,,NA,BSE_ONLY,526357.0,STRLKAL,STERLING KALKSAND BRICKS LTD.,Delisted,P ,10.0,NA          ,Construction Materials,Equity
,,,,,,,,NA,BSE_ONLY,526377.0,ANJNSOL,ANJANI SOLVENTS INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526383.0,HAMLSHO,HAMILTON SHOES LTD.,Delisted,Z ,10.0,NA          ,Footwear,Equity
,,,,,,,,INE878D01015,BSE_ONLY,526385.0,GUJPE,GUJARAT PERSTORP ELECTRONICS LTD.,Suspended,P ,10.0,INE878D01015,Electronic Components,Equity
,,,,,,,,NA,BSE_ONLY,526387.0,MULCOFF,MULTICOLOUR OFFSET LTD.,Delisted,P ,10.0,NA          ,Comm.Printing/Stationery,Equity
,,,,,,,,NA,BSE_ONLY,526389.0,SKYLEATDM,SKYLINE LEATHER INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE882F01012,BSE_ONLY,526391.0,NEELKNT,NEELKANTH MOTELS &amp; HOTELS LTD.,Suspended,Z ,10.0,INE882F01012,Hotels,Equity
,,,,,,,,NA,BSE_ONLY,526395.0,RAJSFORDM,RAJSHRI FOREX LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526399.0,VISHFOT,VISHAL FOOTWEAR LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526401.0,GURULET,GURDARSHAN LEATHERS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE581K01010,BSE_ONLY,526403.0,RGNYMIS,REGENCY HOSPITAL LTD.,Delisted,B ,10.0,INE581K01010,Healthcare Services,Equity
,,,,,,,,INE857A01015,BSE_ONLY,526411.0,MOVILEX,MOVILEX IRRIGATION LTD.,Delisted,XD,10.0,INE857A01015,Plastic Products,Equity
,,,,,,,,NA,BSE_ONLY,526413.0,PANDGRP-B,PANDIAN GRAPHITES (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526417.0,SPLINDL,SPL INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526421.0,LOKMIND,LOKMANYA INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526425.0,FDTYMIS-BDM,FIDELITY INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE696B01015,BSE_ONLY,526427.0,OJAST,OJAS TECHNOCHEM PRODUCTS LTD.,Delisted,Z ,10.0,INE696B01015,,Equity
,,,,,,,,INE662D01013,BSE_ONLY,526431.0,WELTI,WELTERMAN INTERNATIONAL LTD.,Active,P ,10.0,INE662D01013,Footwear,Equity
,,,,,,,,INE759I01016,BSE_ONLY,526435.0,PERFEPA,PERFECTPAC LTD.,Active,XT,10.0,INE759I01016,Paper &amp; Paper Products,Equity
,,,,,,,,INE674F01013,BSE_ONLY,526437.0,SRINICO,SHRI NICOSECT LTD.,Delisted,Z ,10.0,INE674F01013,,Equity
,,,,,,,,INE267C01013,BSE_ONLY,526439.0,AMBIT,AMBITIOUS PLASTOMAC COMPANY LTD.,Suspended,XT,10.0,INE267C01013,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE515B01025,BSE_ONLY,526441.0,VISIONCINE,VISION CINEMAS LTD.,Active,XT,1.0,INE515B01025,Advertising &amp; Media,Equity
,,,,,,,,INE007C01021,BSE_ONLY,526445.0,INDRANIB,INDRAYANI BIOTECH LTD.,Active,XT,10.0,INE007C01021,Other Agricultural Products,Equity
,,,,,,,,INE872D01018,BSE_ONLY,526449.0,JAYRAPID,JAY RAPID ROLLER LTD.,Delisted,Z ,10.0,INE872D01018,,Equity
,,,,,,,,INE901D01015,BSE_ONLY,526451.0,KARNAALF,KARNAVATI ALFA INTERNATIONAL LTD.,Delisted,XD,10.0,INE901D01015,Containers &amp; Packaging,Equity
,,,,,,,,NA,BSE_ONLY,526453.0,VIDIMIS,VIDIANI AGROTECH INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE697D01019,BSE_ONLY,526457.0,SOFTRAKT,SOFTRAK TECHNOLOGY EXPORTS LTD.,Delisted,XD,10.0,INE697D01019,IT Software Products,Equity
,,,,,,,,NA,BSE_ONLY,526461.0,TRANMED,TRANSMEDICA (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE692D01010,BSE_ONLY,526463.0,UGHOR,U.G.HOTELS AND RESORTS LTD.,Suspended,Z ,10.0,INE692D01010,Hotels,Equity
,,,,,,,,INE492C01017,BSE_ONLY,526465.0,RAGHAVIN,RAGHAV INDUSTRIES LTD.,Suspended,XT,10.0,INE492C01017,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE940E01011,BSE_ONLY,526468.0,EUROLED,EURO LEDER FASHION LTD.,Active,XT,10.0,INE940E01011,Other Apparels &amp; Accessories,Equity
,,,,,,,,NA,BSE_ONLY,526469.0,SUPERIA,SUPERIOR AIR PRODUCTS LTD.,Delisted,P ,10.0,NA          ,,Equity
,,,,,,,,INE391C01011,BSE_ONLY,526471.0,WINSOMBR,WINSOME BREWERIES LTD.,Active,XT,10.0,INE391C01011,Breweries &amp; Distilleries,Equity
,,,,,,,,INE152E01013,BSE_ONLY,526473.0,ELEFLOR,ELEGANT FLORICULTURE &amp; AGROTECH (INDIA) LTD.,Suspended,Z ,10.0,INE152E01013,Other Agricultural Products,Equity
,,,,,,,,NA,BSE_ONLY,526475.0,HOTKRIS,HOTEL KRISHNA INTERNATIONAL (I)LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE245B01011,BSE_ONLY,526481.0,PHOENXINTL,PHOENIX INTERNATIONAL LTD.,Active,XT,10.0,INE245B01011,Other Apparels &amp; Accessories,Equity
,,,,,,,,INE611F01015,BSE_ONLY,526483.0,EDUEXEL,Eduexel Infotainment Limited,Active,XT,10.0,INE611F01015,Photographic Products,Equity
,,,,,,,,INE143B01018,BSE_ONLY,526486.0,HITECHIJEW,HITECHI JEWELLERY INDUSTRIES LTD.,Delisted,Z ,10.0,INE143B01018,Other Apparels &amp; Accessories,Equity
,,,,,,,,INE432N01010,BSE_ONLY,526488.0,AARVINFRA,AARV Infratel Ltd,Active,P ,10.0,INE432N01010,Textiles,Equity
,,,,,,,,INE430C01017,BSE_ONLY,526496.0,RUBBERPR,RUBBER PRODUCTS LTD.,Suspended,Z ,10.0,INE430C01017,Other Industrial Products,Equity
,,,,,,,,INE860B01017,BSE_ONLY,526498.0,ZENER,ZENERGY LTD.,Delisted,Z ,10.0,INE860B01017,Oil Equipment &amp; Services,Equity
,,,,,,,,NA,BSE_ONLY,526502.0,VISHCHR,VISHAL CHAIRS LTD.,Delisted,P ,10.0,NA          ,Furniture-Furnishing-Paints,Equity
,,,,,,,,INE796B01013,BSE_ONLY,526504.0,DOLPHMED,DOLPHIN MEDICAL SERVICES LTD.,Active,XT,10.0,INE796B01013,Healthcare Services,Equity
,,,,,,,,INE825D01016,BSE_ONLY,526508.0,SHAHISHIP,Shahi Shipping Ltd-$,Active,XT,10.0,INE825D01016,Shipping,Equity
,,,,,,,,INE614D01014,BSE_ONLY,526510.0,SHAKMET,SHAKTI MET-DOR LTD.,Delisted,B ,10.0,INE614D01014,Iron &amp; Steel Products,Equity
,,,,,,,,INE959G01016,BSE_ONLY,526512.0,INTLNKP,INTERLINK PETROLEUM LTD.,Active,XT,10.0,INE959G01016,Exploration &amp; Production,Equity
,,,,,,,,NA,BSE_ONLY,526514.0,ACMEIND,ACME INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526517.0,APPOSTO,APPOLLO STONES LTD.,Delisted,P ,10.0,NA          ,Construction Materials,Equity
,,,,,,,,INE315L01029,BSE_ONLY,526523.0,JAYENGY,JAY ENERGY AND S.ENERGIES LTD.,Suspended,Z ,2.0,INE315L01029,Coal,Equity
,,,,,,,,INE550D01010,BSE_ONLY,526525.0,WWLEATH,WORLDWIDE LEATHER EXPORTS LTD.,Suspended,XT,10.0,INE550D01010,Other Apparels &amp; Accessories,Equity
,,,,,,,,NA,BSE_ONLY,526527.0,SAKETEX,SAKET EXTRUSION LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526528.0,PARHOSG,PARTH HOUSING AND ESTATE DEVELOPERS LTD.,Suspended,P ,10.0,NA          ,Realty,Equity
,,,,,,,,INE670C01018,BSE_ONLY,526530.0,SUDIN,SUDEV INDUSTRIES LTD.,Suspended,XT,10.0,INE670C01018,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE321A01012,BSE_ONLY,526534.0,INDOX,INDOX,Delisted,Z ,10.0,INE321A01012,,Equity
,,,,,,,,NA,BSE_ONLY,526536.0,MEHTARB,MEHTA RUBBER CHEMICALS LTD.,Delisted,P ,10.0,NA          ,Commodity Chemicals,Equity
,,,,,,,,NA,BSE_ONLY,526548.0,HARIPAM,HARIPARVAT MERRYLAND AND RESORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526552.0,RASIKPL,RASIK PLAST LTD.,Delisted,P ,10.0,NA          ,Plastic Products,Equity
,,,,,,,,INE159C01012,BSE_ONLY,526554.0,SALGUTI,SALGUTI INDUSTRIES LTD.,Active,XT,10.0,INE159C01012,Containers &amp; Packaging,Equity
,,,,,,,,INE510D01014,BSE_ONLY,526558.0,JAMEHOT,JAMES HOTELS LTD.,Active,XT,10.0,INE510D01014,Hotels,Equity
,,,,,,,,INE267F01024,BSE_ONLY,526560.0,EICL LTD,EICL LTD.-$,Delisted,B ,2.0,INE267F01024,Commodity Chemicals,Equity
,,,,,,,,INE843A01023,BSE_ONLY,526562.0,PEPL,PEARL ENGINEERING POLYMERS LTD.,Suspended,B ,10.0,INE843A01023,Fibres &amp; Plastics,Equity
,,,,,,,,NA,BSE_ONLY,526564.0,ARIITHR,ARIHANT THERMOWARE LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE696E01019,BSE_ONLY,526568.0,LONTE,LONGVIEW TEA COMPANY LTD.,Active,XT,10.0,INE696E01019,Tea &amp; Coffee,Equity
,,,,,,,,INE519N01014,BSE_ONLY,526570.0,MIDWEST,MIDWEST GOLD LTD.,Active,XT,10.0,INE519N01014,Construction Materials,Equity
,,,,,,,,INE778A01021,BSE_ONLY,526576.0,TECHIN,TECHINDIA NIRMAN LIMITED,Active,T ,10.0,INE778A01021,Other Agricultural Products,Equity
,,,,,,,,INE487A01011,BSE_ONLY,526580.0,CHAMPDIN,CHAMPDANY INDUSTRIES LTD.,Delisted,B ,10.0,INE487A01011,,Equity
,,,,,,,,INE413G01014,BSE_ONLY,526582.0,TPLPLAST,TPL PLASTECH LTD.,Active,B ,10.0,INE413G01014,Fibres &amp; Plastics,Equity
,,,,,,,,NA,BSE_ONLY,526584.0,BAGWUDG,BAGWE UDYOG LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE015B01018,BSE_ONLY,526586.0,WIMPLAST,WIM PLAST LTD.-$,Active,B ,10.0,INE015B01018,Plastic Products,Equity
,,,,,,,,INE735G01010,BSE_ONLY,526594.0,BNANJEN,B.NANJI ENTERPRISES LTD.,Active,XT,10.0,INE735G01010,Realty,Equity
,,,,,,,,INE955G01022,BSE_ONLY,526598.0,GUJNFLY,GUJARAT NARMADA FLYASH CO.LTD.,Suspended,XT,5.0,INE955G01022,Construction Materials,Equity
,,,,,,,,INE128C01017,BSE_ONLY,526602.0,PATELON,PATEL ON-BOARD COURIERS LTD.,Delisted,B ,10.0,INE128C01017,,Equity
,,,,,,,,INE845B01018,BSE_ONLY,526604.0,LIPPISYS,LIPPI SYSTEMS LTD.-$,Active,XT,10.0,INE845B01018,Industrial Machinery,Equity
,,,,,,,,NA,BSE_ONLY,526606.0,PERTCOM-B,PERTECH COMPUTERS LTD.,Delisted,P ,10.0,NA          ,Computer Hardware,Equity
,,,,,,,,INE120B01024,BSE_ONLY,526610.0,INHOUPROD,IN HOUSE PRODUCTIONS LTD.,Suspended,Z ,10.0,INE120B01024,Data Processing Services,Equity
,,,,,,,,INE561D01025,BSE_ONLY,526614.0,EXPOGAS,EXPO GAS CONTAINERS LTD.,Active,XT,4.0,INE561D01025,Other Industrial Products,Equity
,,,,,,,,NA,BSE_ONLY,526620.0,SKYHIPR,SKYHIPR,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE244C01020,BSE_ONLY,526622.0,MFLINDIA,MFL INDIA LTD.,Active,XT,1.0,INE244C01020,Transportation - Logistics,Equity
,,,,,,,,INE030B01017,BSE_ONLY,526624.0,ELBEE,ELBEE SERVICES LTD.,Delisted,XD,10.0,INE030B01017,Transportation - Logistics,Equity
,,,,,,,,INE988B01016,BSE_ONLY,526626.0,TRIDE,TRIDENT PROJECTS LTD.,Delisted,Z ,10.0,INE988B01016,Realty,Equity
,,,,,,,,INE863E01015,BSE_ONLY,526628.0,AJWAFUN,AJWA FUN WORLD &amp; RESORT LTD.,Active,P ,10.0,INE863E01015,Other Leisure Facilities,Equity
,,,,,,,,NA,BSE_ONLY,526632.0,MPLCORP,MPL CORPORATION LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526634.0,VALPLUS,VALPLUS BIOTECH LTD.,Delisted,P ,10.0,NA          ,Other Agricultural Products,Equity
,,,,,,,,NA,BSE_ONLY,526638.0,TEXELIN,TEXEL INDUSTRIES LTD.,Suspended,P ,10.0,NA          ,Containers &amp; Packaging,Equity
,,,,,,,,INE008C01011,BSE_ONLY,526640.0,RAYALEMA,ROYALE MANOR HOTELS &amp; INDUSTRIES LTD.,Active,XT,10.0,INE008C01011,Hotels,Equity
,,,,,,,,INE097C01014,BSE_ONLY,526646.0,TATAV,TATA ADVANCED MATERIALS LTD.,Delisted,B ,10.0,INE097C01014,,Equity
,,,,,,,,INE027B01013,BSE_ONLY,526648.0,INDFL,INDO FLOGATES LTD.,Delisted,Z ,10.0,INE027B01013,,Equity
,,,,,,,,INE305A01015,BSE_ONLY,526650.0,TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.,Active,B ,10.0,INE305A01015,Financial Institutions,Equity
,,,,,,,,INE040C01022,BSE_ONLY,526652.0,CALSREF,CALS REFINERIES LTD.,Suspended,XT,1.0,INE040C01022,Refineries/ Petro-Products,Equity
,,,,,,,,NA,BSE_ONLY,526656.0,NAVABHA-B,NAVA BHARAT ENTERPRISES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526658.0,CANBAYPDM,CANBAY POLYFILMS LTD.,Delisted,Z ,10.0,NA          ,,Equity
