SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,LISTING_SOURCE
SANOFI,Sanofi India Limited,EQ,19-MAY-2003,10,1,INE058A01010,10,INE058A01010,500674,SANOFI,Sanofi India Ltd,Active,A ,10.0,INE058A01010,Pharmaceuticals,Equity,BOTH
SANWARIA,Sanwaria Consumer Limited,BZ,27-MAR-2006,1,1,INE890C01046,1,INE890C01046,519260,SANWARIA,Sanwaria Consumer Ltd-$,Active,T ,1.0,INE890C01046,Edible Oils,Equity,BOTH
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1,1,INE453D01025,1,INE453D01025,526885,SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$,Active,B ,1.0,INE453D01025,Textiles,Equity,BOTH
SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10,INE231F01020,532663,SASKEN,Sasken Technologies Ltd,Active,B ,10.0,INE231F01020,IT Consulting &amp; Software,Equity,BOTH
SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,10,1,INE019J01013,10,INE019J01013,533259,SASTASUNDR,Sastasundar Ventures Ltd,Active,T ,10.0,INE019J01013,Healthcare Services,Equity,BOTH
SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,10,1,INE836B01017,10,INE836B01017,539404,SATIN,Satin Creditcare Network Ltd,Active,B ,10.0,INE836B01017,Finance (including NBFCs),Equity,BOTH
SBILIFE,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10,1,INE123W01016,10,INE123W01016,540719,SBILIFE,SBI Life Insurance Company Ltd,Active,B ,10.0,INE123W01016,Life Insurance,Equity,BOTH
SBIN,State Bank of India,EQ,01-MAR-1995,1,1,INE062A01020,1,INE062A01020,500112,SBIN,STATE BANK OF INDIA,Active,A ,1.0,INE062A01020,Banks,Equity,BOTH
SCHAND,S Chand And Company Limited,EQ,09-MAY-2017,5,1,INE807K01035,5,INE807K01035,540497,SCHAND,S Chand and Company Ltd,Active,B ,5.0,INE807K01035,Publishing,Equity,BOTH
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,2,1,INE839M01018,2,INE839M01018,534139,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,Active,B ,2.0,INE839M01018,Heavy Electrical Equipment,Equity,BOTH
SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,INE109A01011,10,INE109A01011,523598,SCI,SHIPPING CORPORATION OF INDIA LTD.,Active,A ,10.0,INE109A01011,Shipping,Equity,BOTH
SCPL,Sheetal Cool Products Limited,EQ,22-NOV-2022,10,1,INE501Y01019,10,INE501Y01019,540757,SCPL,Sheetal Cool Products Ltd,Active,M ,10.0,INE501Y01019,Packaged Foods,Equity,BOTH
SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,10,1,INE497B01018,10,INE497B01018,526807,SEAMECLTD,SEAMEC LTD.,Active,T ,10.0,INE497B01018,Shipping,Equity,BOTH
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,BE,29-JAN-2014,5,1,INE650K01021,5,INE650K01021,512161,8KMILES,8K MILES SOFTWARE SERVICES LTD.,Active,B ,5.0,INE650K01021,Internet Software &amp; Services,Equity,BOTH
SEMAC,Semac Construction Limited,EQ,11-AUG-2005,10,1,INE617A01013,10,INE617A01013,505368,REVATHI,REVATHI EQUIPMENT LTD.-$,Active,B ,10.0,INE617A01013,Industrial Machinery,Equity,BOTH
SEPC,SEPC Limited,EQ,20-FEB-2008,10,1,INE964H01014,10,INE964H01014,532945,SHRIRAMEPC,SHRIRAM EPC LTD.,Active,B ,10.0,INE964H01014,Construction &amp; Engineering,Equity,BOTH
SEQUENT,Sequent Scientific Limited,EQ,10-MAR-2016,2,1,INE807F01027,2,INE807F01027,512529,SEQUENT,SEQUENT SCIENTIFIC LTD.,Active,B ,2.0,INE807F01027,Pharmaceuticals,Equity,BOTH
SETCO,Setco Automotive Limited,EQ,01-JUL-2016,2,1,INE878E01021,2,INE878E01021,505075,SETCO,SETCO AUTOMOTIVE LTD.,Active,B ,2.0,INE878E01021,Auto Parts &amp; Equipment,Equity,BOTH
SETUINFRA,Setubandhan Infrastructure Limited,BZ,04-OCT-2011,1,1,INE023M01027,1,INE023M01027,533605,PRAKASHCON,PRAKASH CONSTROWELL LTD.,Active,B ,1.0,INE023M01027,Construction &amp; Engineering,Equity,BOTH
SFL,Sheela Foam Limited,EQ,09-DEC-2016,5,1,INE916U01025,5,INE916U01025,540203,SFL,Sheela Foam Ltd,Active,B ,5.0,INE916U01025,Furniture-Furnishing-Paints,Equity,BOTH
SGFIN,SG Finserve Limited,EQ,05-AUG-2025,10,1,INE618R01015,10,INE618R01015,539199,MOONGIPASEC,Moongipa Securities Ltd,Active,XT,10.0,INE618R01015,Other Financial Services,Equity,BOTH
SGL,STL Global Limited,EQ,10-APR-2006,10,1,INE353H01010,10,INE353H01010,532730,SGL,STL GLOBAL LTD.,Active,B ,10.0,INE353H01010,Textiles,Equity,BOTH
SHAH,Shah Metacorp Limited,EQ,27-OCT-2010,1,1,INE482J01021,1,INE482J01021,533275,GAL,GYSCOAL ALLOYS LTD.,Active,T ,1.0,INE482J01021,Iron &amp; Steel/Interm.Products,Equity,BOTH
SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,10,1,INE640C01011,10,INE640C01011,513436,SHAHALLOYS,SHAH ALLOYS LTD.,Active,B ,10.0,INE640C01011,Iron &amp; Steel/Interm.Products,Equity,BOTH
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-JAN-2015,10,1,INE908D01010,10,INE908D01010,531431,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$,Active,B ,10.0,INE908D01010,Industrial Machinery,Equity,BOTH
SHALPAINTS,Shalimar Paints Limited,EQ,03-MAR-2008,2,1,INE849C01026,2,INE849C01026,509874,SHALPAINTS,SHALIMAR PAINTS LTD.-$,Active,B ,2.0,INE849C01026,Furniture-Furnishing-Paints,Equity,BOTH
SHANKARA,Shankara Building Products Limited,EQ,05-APR-2017,10,1,INE274V01019,10,INE274V01019,540425,SHANKARA,Shankara Building Products Ltd,Active,B ,10.0,INE274V01019,Iron &amp; Steel Products,Equity,BOTH
SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,1,1,INE631A01022,1,INE631A01022,522034,SHANTIGEAR,SHANTHI GEARS LTD.,Active,B ,1.0,INE631A01022,Auto Parts &amp; Equipment,Equity,BOTH
SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,10,1,INE221J01015,10,INE221J01015,538666,SHARDACROP,Sharda Cropchem Ltd,Active,B ,10.0,INE221J01015,Agrochemicals,Equity,BOTH
SHEMAROO,Shemaroo Entertainment Limited,EQ,01-OCT-2014,10,1,INE363M01019,10,INE363M01019,538685,SHEMAROO,Shemaroo Entertainment Ltd,Active,B ,10.0,INE363M01019,Movies &amp; Entertainment,Equity,BOTH
SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,1,1,INE790G01031,1,INE790G01031,530549,SHILPAMED,SHILPA MEDICARE LTD.,Active,B ,1.0,INE790G01031,Pharmaceuticals,Equity,BOTH
SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,2,1,INE637H01024,2,INE637H01024,532776,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,Active,B ,2.0,INE637H01024,Auto Parts &amp; Equipment,Equity,BOTH
SHK,S H Kelkar and Company Limited,EQ,16-NOV-2015,10,1,INE500L01026,10,INE500L01026,539450,SHK,S H Kelkar and Company Ltd,Active,B ,10.0,INE500L01026,Personal Products,Equity,BOTH
SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,5,1,INE498B01024,5,INE498B01024,532638,SHOPERSTOP,SHOPPERS STOP LTD.,Active,B ,5.0,INE498B01024,Department Stores,Equity,BOTH
SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,10,1,INE070A01015,10,INE070A01015,500387,SHREECEM,SHREE CEMENT LTD.,Active,A ,10.0,INE070A01015,Cement &amp; Cement Products,Equity,BOTH
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10,1,INE712K01011,10,INE712K01011,539334,SHREEPUSHK,Shree Pushkar Chemicals &amp; Fertilisers Ltd,Active,B ,10.0,INE712K01011,Specialty Chemicals,Equity,BOTH
SHREERAMA,Shree Rama Multi-Tech Limited,BE,13-MAR-2000,5,1,INE879A01019,5,INE879A01019,532310,SHREERAMA,SHREE RAMA MULTI-TECH LTD.,Active,B ,5.0,INE879A01019,Containers &amp; Packaging,Equity,BOTH
SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,10,1,INE231C01019,10,INE231C01019,516016,SHREYANIND,SHREYANS INDUSTRIES LTD.-$,Active,B ,10.0,INE231C01019,Paper &amp; Paper Products,Equity,BOTH
SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-JUL-2015,1,1,INE979R01011,1,INE979R01011,539252,SCFL,Shyam Century Ferrous Ltd,Active,T ,1.0,INE979R01011,Iron &amp; Steel/Interm.Products,Equity,BOTH
SHYAMTEL,Shyam Telecom Limited,EQ,06-NOV-2006,10,1,INE635A01023,10,INE635A01023,517411,SHYAMTEL,SHYAM TELECOM LTD.,Active,T ,10.0,INE635A01023,Telecom Equipment,Equity,BOTH
SIEMENS,Siemens Limited,EQ,06-SEP-1995,2,1,INE003A01024,2,INE003A01024,500550,SIEMENS,SIEMENS LTD.,Active,A ,2.0,INE003A01024,Heavy Electrical Equipment,Equity,BOTH
SIL,Standard Industries Limited,EQ,27-JAN-2004,5,1,INE173A01025,5,INE173A01025,530017,SIL,STANDARD INDUSTRIES LTD.,Active,T ,5.0,INE173A01025,Commodity Chemicals,Equity,BOTH
SILINV,SIL Investments Limited,EQ,22-MAY-1996,10,1,INE923A01015,10,INE923A01015,521194,SILINV,SIL INVESTMENTS LTD.,Active,T ,10.0,INE923A01015,Other Financial Services,Equity,BOTH
SIMBHALS,Simbhaoli Sugars Limited,BZ,14-MAR-2016,10,1,INE748T01016,10,INE748T01016,539742,SIMBHALS,Simbhaoli Sugars Ltd,Active,B ,10.0,INE748T01016,Sugar,Equity,BOTH
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,2,1,INE059B01024,2,INE059B01024,523838,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.,Active,B ,2.0,INE059B01024,Construction &amp; Engineering,Equity,BOTH
SITINET,Siti Networks Limited,BZ,10-JAN-2007,1,1,INE965H01011,1,INE965H01011,532795,SITINET,Siti Networks Ltd,Active,B ,1.0,INE965H01011,Broadcasting &amp; Cable TV,Equity,BOTH
SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2,1,INE076B01028,2,INE076B01028,503811,SIYSIL,SIYARAM SILK MILLS LTD.-$,Active,B ,2.0,INE076B01028,Textiles,Equity,BOTH
SJVN,SJVN Limited,EQ,20-MAY-2010,10,1,INE002L01015,10,INE002L01015,533206,SJVN,SJVN Ltd,Active,A ,10.0,INE002L01015,Electric Utilities,Equity,BOTH
SKFINDIA,SKF India Limited,EQ,27-JAN-1999,10,1,INE640A01023,10,INE640A01023,500472,SKFINDIA,SKF India Ltd,Active,A ,10.0,INE640A01023,Other Industrial Goods,Equity,BOTH
SKIPPER,Skipper Limited,EQ,27-MAY-2015,1,1,INE439E01022,1,INE439E01022,538562,SKIPPER,Skipper Ltd,Active,B ,1.0,INE439E01022,Construction &amp; Engineering,Equity,BOTH
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-MAR-1997,10,1,INE411D01015,10,INE411D01015,532143,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,Active,B ,10.0,INE411D01015,Other Food Products,Equity,BOTH
SMARTLINK,Smartlink Holdings Limited,EQ,11-APR-2001,2,1,INE178C01020,2,INE178C01020,532419,SMARTLINK,SMARTLINK NETWORK SYSTEMS LTD.,Active,B ,2.0,INE178C01020,IT Networking Equipment,Equity,BOTH
SMLMAH,SML Mahindra Limited,EQ,29-AUG-2003,10,1,INE294B01019,10,INE294B01019,505192,SMLISUZU,SML ISUZU LIMITED,Active,B ,10.0,INE294B01019,Commercial Vehicles,Equity,BOTH
SMLT,Sarthak Metals Limited,EQ,25-NOV-2021,10,1,INE017W01010,10,INE017W01010,540393,SMLT,Sarthak Metals Ltd,Active,M ,10.0,INE017W01010,,Equity,BOTH
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1,1,INE812G01025,1,INE812G01025,532815,SMSPHARMA,SMS PHARMACEUTICALS LTD.,Active,B ,1.0,INE812G01025,Pharmaceuticals,Equity,BOTH
SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,10,1,INE734N01019,10,INE734N01019,538635,SNOWMAN,Snowman Logistics Ltd,Active,B ,10.0,INE734N01019,Transportation - Logistics,Equity,BOTH
SOBHA,Sobha Limited,EQ,20-DEC-2006,10,1,INE671H01015,10,INE671H01015,532784,SOBHA,Sobha Limited,Active,A ,10.0,INE671H01015,Realty,Equity,BOTH
SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,2,1,INE343H01029,2,INE343H01029,532725,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,Active,B ,2.0,INE343H01029,Specialty Chemicals,Equity,BOTH
SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,2,1,INE355A01028,2,INE355A01028,531548,SOMANYCERA,SOMANY CERAMICS LTD.,Active,B ,2.0,INE355A01028,Furniture-Furnishing-Paints,Equity,BOTH
SOMATEX,Soma Textiles & Industries Limited,BE,14-AUG-1996,10,1,INE314C01013,10,INE314C01013,521034,SOMATEX,SOMA TEXTILES &amp; INDUSTRIES LTD.,Active,T ,10.0,INE314C01013,Textiles,Equity,BOTH
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-JUL-2016,10,1,INE323J01019,10,INE323J01019,533001,SOMICONV,SOMI CONVEYOR BELTINGS LTD.,Active,B ,10.0,INE323J01019,Industrial Machinery,Equity,BOTH
SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,1,1,INE269A01021,1,INE269A01021,532221,SONATSOFTW,SONATA SOFTWARE LTD.,Active,B ,1.0,INE269A01021,IT Consulting &amp; Software,Equity,BOTH
SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,1,1,INE683A01023,1,INE683A01023,532218,SOUTHBANK,SOUTH INDIAN BANK LTD.,Active,A ,1.0,INE683A01023,Banks,Equity,BOTH
SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,10,1,INE212I01016,10,INE212I01016,540048,SPAL,S.P. Apparels Ltd,Active,B ,10.0,INE212I01016,Textiles,Equity,BOTH
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1,1,INE232I01014,1,INE232I01014,532872,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,Active,A ,1.0,INE232I01014,Pharmaceuticals,Equity,BOTH
SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,10,1,INE247M01014,10,INE247M01014,534425,SPECIALITY,SPECIALITY RESTAURANTS LTD.,Active,B ,10.0,INE247M01014,Restaurants,Equity,BOTH
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10,INE147A01011,500758,SPIC,SOUTHERN PETROCHEMICALS LTD.,Delisted,T ,10.0,INE147A01011,,Equity,BOTH
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10,INE147A01011,590030,SPIC,SOUTHERN PETROCHEMICALS LTD.,Active,B ,10.0,INE147A01011,Fertilizers,Equity,BOTH
SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,INE978G01016,10,INE978G01016,532651,SPLIL,SPL INDUSTRIES LTD.,Active,B ,10.0,INE978G01016,Other Apparels &amp; Accessories,Equity,BOTH
SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996,2,1,INE937A01023,2,INE937A01023,500402,SPMLINFRA,SPML Infra Limited,Active,B ,2.0,INE937A01023,Construction &amp; Engineering,Equity,BOTH
SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10,INE099F01013,535601,SREEL,SREELEATHERS LTD.,Active,B ,10.0,INE099F01013,Footwear,Equity,BOTH
SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10,INE099F01013,590131,SREEL2,SREELEATHERS LTD.,Delisted,B ,10.0,INE099F01013,Footwear,Equity,BOTH
SRF,SRF Limited,EQ,18-AUG-2003,10,1,INE647A01010,10,INE647A01010,503806,SRF,SRF LTD.,Active,A ,10.0,INE647A01010,Textiles,Equity,BOTH
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10,INE917H01012,532842,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,Active,B ,10.0,INE917H01012,Commodity Chemicals,Equity,BOTH
STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,10,1,INE939A01011,10,INE939A01011,532531,STAR,Strides Shasun Ltd,Active,A ,10.0,INE939A01011,Pharmaceuticals,Equity,BOTH
STARCEMENT,Star Cement Limited,EQ,16-JUN-2017,1,1,INE460H01021,1,INE460H01021,540575,STARCEMENT,Star Cement Ltd,Active,B ,1.0,INE460H01021,Cement &amp; Cement Products,Equity,BOTH
STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,INE733A01018,10,INE733A01018,516022,STARPAPER,STAR PAPER MILLS LTD.,Active,B ,10.0,INE733A01018,Paper &amp; Paper Products,Equity,BOTH
STARTECK,Starteck Finance Limited,EQ,04-MAY-2022,10,1,INE992I01013,10,INE992I01013,512381,ZNIVEMER,NIVEDITA MERCANTILE &amp; FINANCING LTD.,Active,XT,10.0,INE992I01013,Comm.Trading  &amp; Distribution,Equity,BOTH
STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003,10,1,INE655A01013,10,INE655A01013,512531,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.,Active,T ,10.0,INE655A01013,Comm.Trading  &amp; Distribution,Equity,BOTH
STEL,Stel Holdings Limited,EQ,09-FEB-2011,10,1,INE577L01016,10,INE577L01016,533316,STEL,STEL Holdings&#160;Limited,Active,B ,10.0,INE577L01016,Holding Companies,Equity,BOTH
STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2,1,INE334A01023,2,INE334A01023,530759,STERTOOLS,STERLING TOOLS LTD.-$,Active,B ,2.0,INE334A01023,Auto Parts &amp; Equipment,Equity,BOTH
STLTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,INE089C01029,2,INE089C01029,532374,STRTECH,STERLITE TECHNOLOGIES LTD.,Active,A ,2.0,INE089C01029,Other Telecom Services,Equity,BOTH
STYRENIX,Styrenix Performance Materials Limited,EQ,29-MAR-1995,10,1,INE189B01011,10,INE189B01011,506222,INEOSSTYRO,INEOS Styrolution India Ltd,Active,B ,10.0,INE189B01011,Specialty Chemicals,Equity,BOTH
SUBROS,Subros Limited,EQ,13-JUL-2005,2,1,INE287B01021,2,INE287B01021,517168,SUBROS,SUBROS LTD.,Active,B ,2.0,INE287B01021,Auto Parts &amp; Equipment,Equity,BOTH
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2,1,INE659A01023,2,INE659A01023,506655,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.,Active,B ,2.0,INE659A01023,Specialty Chemicals,Equity,BOTH
SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011,10,1,INE519C01017,10,INE519C01017,533306,SUMMITSEC,SUMMIT SECURITIES LTD.,Active,B ,10.0,INE519C01017,Investment Companies,Equity,BOTH
SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1,1,INE108E01023,1,INE108E01023,533166,SUNDARAM,SUNDARAM MULTI PAP LTD.,Active,B ,1.0,INE108E01023,Comm.Printing/Stationery,Equity,BOTH
SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998,10,1,INE660A01013,10,INE660A01013,590071,SUNDARMFIN,SUNDARAM FINANCE LTD.,Active,B ,10.0,INE660A01013,Finance (including NBFCs),Equity,BOTH
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10,1,INE073D01013,10,INE073D01013,590072,SUNDRMBRAK,SUNDARAM BRAKE LININGS LTD.,Active,B ,10.0,INE073D01013,Auto Parts &amp; Equipment,Equity,BOTH
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,1,1,INE387A01021,1,INE387A01021,500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A ,1.0,INE387A01021,Auto Parts &amp; Equipment,Equity,BOTH
SUNDROP,Sundrop Brands Limited,EQ,06-DEC-2002,10,1,INE209A01019,10,INE209A01019,500215,ATFL,AGRO TECH FOODS LTD.,Active,B ,10.0,INE209A01019,Other Agricultural Products,Equity,BOTH
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10,1,INE947A01014,10,INE947A01014,500404,SUNFLAG,SUNFLAG IRON &amp; STEEL CO.LTD.,Active,B ,10.0,INE947A01014,Iron &amp; Steel/Interm.Products,Equity,BOTH
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1,1,INE044A01036,1,INE044A01036,524715,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD.,Active,A ,1.0,INE044A01036,Pharmaceuticals,Equity,BOTH
SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009,1,1,INE805D01034,1,INE805D01034,512179,SUNTECK,SUNTECK REALTY LTD.,Active,B ,1.0,INE805D01034,Realty,Equity,BOTH
SUNTV,Sun TV Network Limited,EQ,24-APR-2006,5,1,INE424H01027,5,INE424H01027,532733,SUNTV,SUN TV NETWORK LTD.,Active,A ,5.0,INE424H01027,Broadcasting &amp; Cable TV,Equity,BOTH
SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,10,1,INE712B01010,10,INE712B01010,523283,SUPERHOUSE,SUPERHOUSE LTD.,Active,B ,10.0,INE712B01010,Footwear,Equity,BOTH
SUPERSPIN,Super Spinning Mills Limited,EQ,08-JUL-2004,1,1,INE662A01027,1,INE662A01027,521180,SUPERSPIN,SUPER SPINNING MILLS LTD.,Active,T ,1.0,INE662A01027,Textiles,Equity,BOTH
SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,1,1,INE399C01030,1,INE399C01030,532509,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,Active,B ,1.0,INE399C01030,Auto Parts &amp; Equipment,Equity,BOTH
SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,03-FEB-2025,10,1,INE822E01011,10,INE822E01011,530677,SUPREME,SUPREME HOLDINGS &amp; HOSPITALITY (INDIA) LTD.,Active,XT,10.0,INE822E01011,Finance (including NBFCs),Equity,BOTH
SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995,2,1,INE195A01028,2,INE195A01028,509930,SUPREMEIND,SUPREME INDUSTRIES LTD.,Active,A ,2.0,INE195A01028,Plastic Products,Equity,BOTH
SUPREMEINF,Supreme Infrastructure India Limited,BZ,18-OCT-2007,10,1,INE550H01011,10,INE550H01011,532904,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LTD.,Active,T ,10.0,INE550H01011,Construction &amp; Engineering,Equity,BOTH
SURANASOL,Surana Solar Limited,EQ,07-JAN-2011,5,1,INE272L01022,5,INE272L01022,533298,SURANASOL,Surana Solar Limited,Active,T ,5.0,INE272L01022,Electronic Components,Equity,BOTH
SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,1,1,INE130B01031,1,INE130B01031,517530,SURANAT&amp;P,Surana Telecom And Power Limited,Active,T ,1.0,INE130B01031,Telecom Cables,Equity,BOTH
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,10,1,INE713B01026,10,INE713B01026,521200,SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.,Active,B ,10.0,INE713B01026,Textiles,Equity,BOTH
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,1,1,INE645H01027,1,INE645H01027,532782,SUTLEJTEX,SUTLEJ TEXTILES &amp; INDUSTRIES LTD.,Active,B ,1.0,INE645H01027,Textiles,Equity,BOTH
SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,1,1,INE495B01038,1,INE495B01038,530239,SUVEN,SUVEN LIFE SCIENCES LTD.,Active,B ,1.0,INE495B01038,Pharmaceuticals,Equity,BOTH
SUYOG,Suyog Telematics Limited,EQ,20-AUG-2024,10,1,INE442P01014,10,INE442P01014,537259,SUYOG,Suyog Telematics Ltd,Active,T ,10.0,INE442P01014,Other Telecom Services,Equity,BOTH
SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,2,1,INE040H01021,2,INE040H01021,532667,SUZLON,SUZLON ENERGY LTD.,Active,A ,2.0,INE040H01021,Heavy Electrical Equipment,Equity,BOTH
SWANCORP,SWAN CORP LIMITED,EQ,29-MAY-2012,1,1,INE665A01038,1,INE665A01038,503310,SWANENERGY,SWAN ENERGY LTD.,Active,B ,1.0,INE665A01038,Textiles,Equity,BOTH
SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,10,1,INE277A01016,10,INE277A01016,500407,SWARAJENG,SWARAJ ENGINES LTD.,Active,B ,10.0,INE277A01016,Auto Parts &amp; Equipment,Equity,BOTH
SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006,10,1,INE409B01013,10,INE409B01013,532051,SWELECTES,Swelect Energy Systems Limited-$,Active,B ,10.0,INE409B01013,Heavy Electrical Equipment,Equity,BOTH
SYMPHONY,Symphony Limited,EQ,15-JUN-2011,2,1,INE225D01027,2,INE225D01027,517385,SYMPHONY,Symphony Limited,Active,A ,2.0,INE225D01027,Consumer Electronics,Equity,BOTH
SYNGENE,Syngene International Limited,EQ,11-AUG-2015,10,1,INE398R01022,10,INE398R01022,539268,SYNGENE,Syngene International Ltd,Active,A ,10.0,INE398R01022,Pharmaceuticals,Equity,BOTH
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10,1,INE123C01018,10,INE123C01018,507785,TAINWALCHM,TAINWALA CHEMICALS &amp; PLASTICS (INDIA) LTD.,Active,B ,10.0,INE123C01018,Plastic Products,Equity,BOTH
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2,1,INE586B01026,2,INE586B01026,532390,TAJGVK,TAJGVK HOTELS &amp; RESORTS LTD.,Active,B ,2.0,INE586B01026,Hotels,Equity,BOTH
TAKE,Take Solutions Limited,BE,27-AUG-2007,1,1,INE142I01023,1,INE142I01023,532890,TAKE,TAKE SOLUTIONS LTD.,Active,B ,1.0,INE142I01023,IT Consulting &amp; Software,Equity,BOTH
TANLA,Tanla Platforms Limited,EQ,05-JAN-2007,1,1,INE483C01032,1,INE483C01032,532790,TANLA,TANLA SOLUTIONS LTD.,Active,B ,1.0,INE483C01032,IT Software Products,Equity,BOTH
TARAPUR,Tarapur Transformers Limited,BE,18-MAY-2010,10,1,INE747K01017,10,INE747K01017,533203,TARAPUR,Tarapur Transformers Ltd,Active,T ,10.0,INE747K01017,Heavy Electrical Equipment,Equity,BOTH
